id_biblio,pubmed,title,url,author,publisher,year,journal,volume,pages,editor,book_title,review
174,15118105,Imaging correlates of brain function in monkeys and rats isolates a hippocampal subregion differentially vulnerable to aging,NULL,Small et al.,NULL,2004,Proc Natl Acad Sci U S A,101,7181-7186,NULL,NULL,0
175,3553583,Hormonal requirements and the influence of age on the decidual cell reaction in the bank vole (Clethrionomys glareolus),NULL,Nerquaye-Tetteh and Clarke,NULL,1987,J Reprod Fertil,79,575-579,NULL,NULL,0
176,2240280,Quantitative genetics of maximal oxygen consumption in a garter snake,NULL,Garland and Bennett,NULL,1990,Am J Physiol,259,R986-R992,NULL,NULL,0
177,11295513,"Age and longevity in fish, with consideration of the ferox trout",NULL,Mangel and Abrahams,NULL,2001,Exp Gerontol,36,765-790,NULL,NULL,1
178,15247075,Testing the free radical theory of aging in bats,NULL,Brunet Rossinni,NULL,2004,Ann N Y Acad Sci,1019,506-508,NULL,NULL,0
179,12061956,Age-specific survival and reproductive probabilities: evidence for senescence in male fallow deer (Dama dama),NULL,McElligott et al.,NULL,2002,Proc Biol Sci,269,1129-1137,NULL,NULL,0
180,1970532,Serum testosterone (T) and 5-alpha-dihydrotestosterone (DHT) in male fallow deer (Dama dama L.): seasonality and age dependence,NULL,Rolf and Fischer,NULL,1990,Comp Biochem Physiol A Comp Physiol,95,445-452,NULL,NULL,0
181,2238393,Islet cell hyperplasia in an aged spider monkey (Ateles paniscus),NULL,Brunnert et al.,NULL,1990,Vet Pathol,27,372-374,NULL,NULL,0
182,3513377,Individual and age-dependent variations in the venom of the fer-de-lance Bothrops atrox,NULL,Meier,NULL,1986,Toxicon,24,41-46,NULL,NULL,0
183,15118724,Maturation trends indicative of rapid evolution preceded the collapse of northern cod,NULL,Olsen et al.,NULL,2004,Nature,428,932-935,NULL,NULL,0
184,12443939,"Prolonged longevity in naked mole-rats: age-related changes in metabolism, body composition and gastrointestinal function",NULL,O'Connor et al.,NULL,2002,Comp Biochem Physiol A Mol Integr Physiol,133,835-842,NULL,NULL,0
185,2248383,Aging and reproductive performance in langur monkeys (Presbytis entellus),NULL,Harley,NULL,1990,Am J Phys Anthropol,83,253-261,NULL,NULL,0
186,14524409,Aspects of common marmoset basic biology and life history important for biomedical research,NULL,Abbott et al.,NULL,2003,Comp Med,53,339-350,NULL,NULL,1
187,12849757,Selective age-related loss of calbindin-D28k from basal forebrain cholinergic neurons in the common marmoset (Callithrix jacchus),NULL,Wu et al.,NULL,2003,Neuroscience,120,249-259,NULL,NULL,0
188,11000385,Age changes in the cells of the intra-articular disc of the temporomandibular joints of rats and marmosets,NULL,Berkovitz and Pacy,NULL,2000,Arch Oral Biol,45,987-995,NULL,NULL,0
189,10218637,Positive correlation between mammalian life span and cellular resistance to stress,NULL,Kapahi et al.,NULL,1999,Free Radic Biol Med,26,495-500,NULL,NULL,0
190,10082292,Age-related changes in the brainstem auditory evoked potentials of the marmoset,NULL,Harada et al.,NULL,1999,Hear Res,128,119-124,NULL,NULL,0
191,2948018,Lymphocyte subsets in the young and aging marmoset (Callithrix jacchus),NULL,O'Neill and Levy,NULL,1986,J Med Primatol,15,409-417,NULL,NULL,0
192,15022260,Aging of the nigrostriatal system in the squirrel monkey,NULL,McCormack et al.,NULL,2004,J Comp Neurol,471,387-395,NULL,NULL,0
193,14727815,Studies of heart disease and failure in aged female squirrel monkeys (Saimiri sp.),NULL,Brady et al.,NULL,2003,Comp Med,53,657-662,NULL,NULL,0
194,5839860,Aortic atherosclerosis in free-ranging howler monkeys (Alouatta caraya),NULL,Malinow and Maruffo,NULL,1965,Nature,206,948-949,NULL,NULL,0
195,11750991,Morphological alterations in neurons forming corticocortical projections in the neocortex of aged Patas monkeys,NULL,Page et al.,NULL,2002,Neurosci Lett,317,37-41,NULL,NULL,0
196,12548544,Telomerase activity is widespread in adult somatic tissues of Xenopus,NULL,Bousman et al.,NULL,2003,J Exp Zoolog B Mol Dev Evol,295,82-86,NULL,NULL,0
197,3840527,Age-related fiber order in the optic tract of the ferret,NULL,Walsh and Guillery,NULL,1985,J Neurosci,5,3061-3069,NULL,NULL,0
198,1483354,Age-related differences in vascular effects of pentoxifylline in isolated perfused ferret lungs,NULL,Raj et al.,NULL,1992,Dev Pharmacol Ther,18,01-Aug,NULL,NULL,0
199,14570234,Age-related changes in the metabolism and body composition of three dog breeds and their relationship to life expectancy,NULL,Speakman et al.,NULL,2003,Aging Cell,2,265-275,NULL,NULL,0
200,12867741,Hypertrophic cardiomyopathy in an aged dog,NULL,Washizu et al.,NULL,2003,J Vet Med Sci,65,753-756,NULL,NULL,0
201,11396800,Age-related changes in the ventricular system of the dog brain,NULL,Gonzalez-Soriano et al.,NULL,2001,Ann Anat,183,283-291,NULL,NULL,0
202,11016539,Vascular and parenchymal Abeta deposition in the aging dog: correlation with behavior,NULL,Crespeau et al.,NULL,2000,Neurobiol Aging,21,695-704,NULL,NULL,0
203,10717430,Ultrastructural evidence of fibrillar beta-amyloid associated with neuronal membranes in behaviorally characterized aged dog brains,NULL,Torp et al.,NULL,2000,Neuroscience,96,495-506,NULL,NULL,0
204,10332828,Age-related changes in the brain of the dog,NULL,Borras et al.,NULL,1999,Vet Pathol,36,202-211,NULL,NULL,0
205,8766407,Dog retinal ganglion cells: a morphological and morphometrical study in aging,NULL,Coli and Marroni,NULL,1996,Anat Histol Embryol,25,127-130,NULL,NULL,0
206,1659883,Age-related changes in the dog hypothalamic-pituitary-adrenocortical system: neuroendocrine activity and corticosteroid receptors,NULL,Reul et al.,NULL,1991,J Steroid Biochem Mol Biol,40,63-69,NULL,NULL,0
207,2646811,Effect of aging on body systems of the dog,NULL,Mosier,NULL,1989,Vet Clin North Am Small Anim Pract,19,01-Dec,NULL,NULL,1
208,3225132,Induced acute ischaemia in dog bones: age-related effects,NULL,Dhem et al.,NULL,1988,Int J Tissue React,10,141-148,NULL,NULL,0
209,3144459,Effects of aging on the pituitary-thyroid axis in the dog,NULL,Gonzalez and Quadri,NULL,1988,Exp Gerontol,23,151-160,NULL,NULL,0
210,6491802,Age-related changes in bone in the dog: calcium homeostasis,NULL,Williams and Kelly,NULL,1984,J Orthop Res,2,Aug-14,NULL,NULL,0
211,8592382,Degenerative leukoencephalopathy and myelopathy in dasyurids,NULL,Holz and Little,NULL,1995,J Wildl Dis,31,509-513,NULL,NULL,0
212,11403166,Tau pathology in neurons and glial cells of aged baboon,NULL,Schultz et al.,NULL,2001,Adv Exp Med Biol,487,59-69,NULL,NULL,0
213,7667424,Body temperature rhythms and activity in reproductive Antechinus (Marsupialia),NULL,Kortner and Geiser,NULL,1995,Physiol Behav,58,31-36,NULL,NULL,0
214,12030092,Disturbing behaviors of the orangutan,NULL,Maggioncalda and Sapolsky,NULL,2002,Sci Am,286,60-65,NULL,NULL,0
215,9258890,beta-Amyloid (A beta) deposition in the brains of aged orangutans,NULL,Gearing et al.,NULL,1997,Neurobiol Aging,18,139-146,NULL,NULL,0
216,11085578,Age-dependent changes in T cell homeostasis and SIV load in sooty mangabeys,NULL,Chakrabarti et al.,NULL,2000,J Med Primatol,29,158-165,NULL,NULL,0
217,11682567,Exceptional cellular resistance to oxidative damage in long-lived birds requires active gene expression,NULL,Ogburn et al.,NULL,2001,J Gerontol A Biol Sci Med Sci,56,B468-B474,NULL,NULL,0
218,12855281,Establishing appropriate measures for monitoring aging in birds: comparing short and long lived species,NULL,Ottinger et al.,NULL,2003,Exp Gerontol,38,747-750,NULL,NULL,0
219,11909684,Attenuation of Ca(2+)-activated ATPase and shortening velocity in hypertrophied fast twitch skeletal muscle from aged Japanese quail,NULL,Alway,NULL,2002,Exp Gerontol,37,665-678,NULL,NULL,0
220,9370213,Neuroendocrine regulation of GnRH and behavior during aging in birds,NULL,Ottinger et al.,NULL,1997,Brain Res Bull,44,471-477,NULL,NULL,1
221,8806640,Age-related changes in the ovalbumin gene of the Japanese quail,NULL,Upadhyay et al.,NULL,1996,Biochem Biophys Res Commun,226,356-361,NULL,NULL,0
222,2612195,Aging and sex-related changes in the outer retina of Japanese quail,NULL,Fite and Bengston,NULL,1989,Curr Eye Res,8,1039-1048,NULL,NULL,0
223,3514416,Altered endocrine and behavioral responses with reproductive aging in the male Japanese quail,NULL,Ottinger and Balthazart,NULL,1986,Horm Behav,20,83-94,NULL,NULL,0
224,6885007,Age-related reproductive decline in the male Japanese quail,NULL,Ottinger et al.,NULL,1983,Horm Behav,17,197-207,NULL,NULL,0
225,850054,Function and histology of testes from aged coturnix maintained on different photoperiods,NULL,Eroschenko et al.,NULL,1977,J Gerontol,32,279-285,NULL,NULL,0
226,3198518,Ganglion cell and hair cell loss in Coturnix quail associated with aging,NULL,Ryals and Westbrook,NULL,1988,Hear Res,36,01-Aug,NULL,NULL,0
227,8051957,Contractile properties of aged avian muscle after stretch-overload,NULL,Alway,NULL,1994,Mech Ageing Dev,73,97-12,NULL,NULL,0
228,7845393,Alterations in histones of the liver and oviduct of Japanese quail during aging,NULL,Mishra and Kanungo,NULL,1994,Mol Biol Rep,20,15-18,NULL,NULL,0
229,7814776,Slowing of contractile properties in quail skeletal muscle with aging,NULL,Alway,NULL,1995,J Gerontol A Biol Sci Med Sci,50,B26-B33,NULL,NULL,0
230,4038004,"Ultrastructural changes in development and aging of the interrenal cell of the salamander, Hynobius nebulosus",NULL,Setoguti et al.,NULL,1985,Arch Histol Jpn,48,199-211,NULL,NULL,0
231,12012788,"Estimation of age structure by skeletochronology of a population of Hynobius nebulosus in a breeding season (Amphibia, Urodela)",NULL,Ento and Matsui,NULL,2002,Zoolog Sci,19,241-247,NULL,NULL,0
232,1667812,Age-related decrease in the density of benzodiazepine recognition sites in the brain of the fresh water eel (Anguilla anguilla),NULL,Corda et al.,NULL,1991,Neurosci Lett,133,168-170,NULL,NULL,0
233,3735436,"Ontogeny of cranial ossification in the eastern newt, Notophthalmus viridescens (Caudata: Salamandridae), and its relationship to metamorphosis and neoteny",NULL,Reilly,NULL,1986,J Morphol,188,315-326,NULL,NULL,0
234,14524418,Normal hematologic and serum clinical chemistry values for captive chimpanzees (Pan troglodytes),NULL,Howell et al.,NULL,2003,Comp Med,53,413-423,NULL,NULL,0
235,9363802,A beta40 is a major form of beta-amyloid in nonhuman primates,NULL,Gearing et al.,NULL,1996,Neurobiol Aging,17,903-908,NULL,NULL,0
236,7937774,Neuropathology and apolipoprotein E profile of aged chimpanzees: implications for Alzheimer disease,NULL,Gearing et al.,NULL,1994,Proc Natl Acad Sci U S A,91,9382-9386,NULL,NULL,0
237,2742005,Apparent age-related bone loss among adult female Gombe chimpanzees,NULL,Sumner et al.,NULL,1989,Am J Phys Anthropol,79,225-234,NULL,NULL,0
238,218459,Reproductive function in aged female chimpanzees,NULL,Graham,NULL,1979,Am J Phys Anthropol,50,291-300,NULL,NULL,0
239,196384,Ovarian tumors and related lesions in aged chimpanzees,NULL,Graham and McClure,NULL,1977,Vet Pathol,14,380-386,NULL,NULL,0
240,15136717,Similar gene expression patterns characterize aging and oxidative stress in Drosophila melanogaster,NULL,Landis et al.,NULL,2004,Proc Natl Acad Sci U S A,101,7663-7668,NULL,NULL,0
241,12007414,Genome-wide transcript profiles in aging and calorically restricted Drosophila melanogaster,NULL,Pletcher et al.,NULL,2002,Curr Biol,12,712-723,NULL,NULL,0
242,11095759,Genome-wide study of aging and oxidative stress response in Drosophila melanogaster,NULL,Zou et al.,NULL,2000,Proc Natl Acad Sci U S A,97,13726-13731,NULL,NULL,0
243,10530784,Genetics of aging in Drosophila,NULL,Rose,NULL,1999,Exp Gerontol,34,577-585,NULL,NULL,1
244,12957470,"The effects of age, season, and gender on serum cortisol levels in the tammar wallaby, Macropus eugenii",NULL,McKenzie and Deane,NULL,2003,Gen Comp Endocrinol,133,273-278,NULL,NULL,0
245,10353008,Analysis of some biophysical and biochemical parameters of long bones of spiny mouse (Acomys cahirinus) in its life cycle,NULL,Niedzwiedz et al.,NULL,1999,Folia Histochem Cytobiol,37,161-162,NULL,NULL,0
246,1286623,"Naturally occurring degrading events in axon terminals of the dentate gyrus and stratum lucidum in the spiny mouse (Acomys cahirinus) during maturation, adulthood and aging",NULL,Dawirs et al.,NULL,1992,Dev Neurosci,14,210-220,NULL,NULL,0
247,14653799,"Body size, age and paternity in common brushtail possums (Trichosurus vulpecula)",NULL,Clinchy et al.,NULL,2004,Mol Ecol,13,195-202,NULL,NULL,0
248,7304780,"Comparison of the ""mammal machine"" and the ""reptile machine"": energy use and thyroid activity",NULL,Hulbert and Else,NULL,1981,Am J Physiol,241,R350-R356,NULL,NULL,0
249,10456988,Number of neurons in the retinal ganglion cell layer of the quokka wallaby do not change throughout life,NULL,Harman and Moore,NULL,1999,Anat Rec,256,78-83,NULL,NULL,0
250,8759514,"Development and ageing of the RPE in a marsupial, the quokka",NULL,Fleming et al.,NULL,1996,Exp Eye Res,62,457-469,NULL,NULL,0
251,7835401,Ageing of glutathione reductase in the lens,NULL,Zhang and Augusteyn,NULL,1994,Exp Eye Res,59,91-95,NULL,NULL,0
252,805376,Comparison of doubling numbers attained by cultured animal cells with life span of species,NULL,Stanley et al.,NULL,1975,Nature,255,158-159,NULL,NULL,0
253,12974130,Reconstructing life history of hominids and humans,NULL,Crews and Gerber,NULL,2003,Coll Antropol,27,Jul-22,NULL,NULL,1
254,12122210,The emergence of humans: the coevolution of intelligence and longevity with intergenerational transfers,NULL,Kaplan and Robson,NULL,2002,Proc Natl Acad Sci U S A,99,10221-10226,NULL,NULL,0
255,12766537,Is mammalian aging genetically controlled?,NULL,de Magalhaes,NULL,2003,Biogerontology,4,119-120,NULL,NULL,0
256,15101252,Meat-adaptive genes and the evolution of slower aging in humans,NULL,Finch and Stanford,NULL,2004,Q Rev Biol,79,Mar-50,NULL,NULL,1
257,12213257,Aging alters in a region-specific manner serotonin transporter sites and 5-HT(1A) receptor-G protein interactions in hamster brain,NULL,Duncan and Hensler,NULL,2002,Neuropharmacology,43,36-44,NULL,NULL,0
258,11121876,Age-related changes in potentiation of evoked responses in CA1 pyramidal cells from the hamster hippocampus,NULL,Shahlaie et al.,NULL,2001,Neurosci Lett,297,85-88,NULL,NULL,0
259,10497872,The cardiomyopathic hamster as model of early myocardial aging,NULL,Minieri et al.,NULL,1999,Mol Cell Biochem,198,01-Jun,NULL,NULL,0
260,9885957,Effects of aging on lens transmittance and retinal input to the suprachiasmatic nucleus in golden hamsters,NULL,Zhang et al.,NULL,1998,Neurosci Lett,258,167-170,NULL,NULL,0
261,9562507,"Age-related changes of calbindin-D28k, calretinin, and parvalbumin mRNAs in the hamster brain",NULL,Kishimoto et al.,NULL,1998,Neurobiol Aging,19,77-82,NULL,NULL,0
262,2252258,Effects of aging on diaphragm contractile function in golden hamsters,NULL,Zhang and Kelsen,NULL,1990,Am Rev Respir Dis,142,1396-1401,NULL,NULL,0
263,1141781,"Life span and reproductive longevity of the gray squirrel, Sciurus c. carolinensis Gmelin",NULL,Barkalow and Soots,NULL,1975,J Mammal,56,522-524,NULL,NULL,0
264,4019099,Biochemical features of the grey squirrel lens,NULL,Zigman et al.,NULL,1985,Invest Ophthalmol Vis Sci,26,1075-1082,NULL,NULL,0
265,1577128,"A morphometric study of age-related changes in serotonin-immunoreactive cell groups in the brain of the coho salmon, Oncorhynchus kisutch Walbaum",NULL,Ekstrom et al.,NULL,1992,Exp Neurol,116,204-209,NULL,NULL,0
266,1490585,Asynchrony of changes in tissue and plasma thyroid hormones during the parr-smolt transformation of coho salmon,NULL,Specker et al.,NULL,1992,Gen Comp Endocrinol,88,397-405,NULL,NULL,0
267,3567592,Changes with age in total brain concentrations of biogenic amine neurotransmitters in coho salmon (Oncorhynchus kisutch Walbaum),NULL,Ebbesson et al.,NULL,1987,Brain Res,405,175-177,NULL,NULL,0
268,10656894,"Species- and age-related differences in susceptibility to pesticide exposure for two amphibians, Rana pipiens, and Bufo americanus",NULL,Harris et al.,NULL,2000,Bull Environ Contam Toxicol,64,263-270,NULL,NULL,0
269,12884114,Age-related differences in social grooming among adult female Japanese monkeys ( Macaca fuscata),NULL,Nakamichi,NULL,2003,Primates,44,239-246,NULL,NULL,0
270,2747299,Age-related accumulation of lipofuscin in myocardium of Japanese monkey (Macaca fuscata),NULL,Nakano et al.,NULL,1989,Mech Ageing Dev,49,41-48,NULL,NULL,0
271,11515673,Age changes in plasma IGF-1 concentration in free-ranging Japanese macaques (Macaca fuscata),NULL,Suzuki and Ishida,NULL,2001,J Med Primatol,30,174-178,NULL,NULL,0
272,2836129,Subclinical lumbar polyradiculopathy in multiple aged mammalian species,NULL,Anderson and King,NULL,1988,Cornell Vet,78,185-189,NULL,NULL,0
273,15141086,Measurements of age-related changes of physiological processes that predict lifespan of Caenorhabditis elegans,NULL,Huang et al.,NULL,2004,Proc Natl Acad Sci U S A,101,8084-8089,NULL,NULL,0
274,14730301,Comparing genomic expression patterns across species identifies shared transcriptional profile in aging,NULL,McCarroll et al.,NULL,2004,Nat Genet,36,197-204,NULL,NULL,0
275,12581802,"C. elegans, a model for aging with high-throughput capacity",NULL,Hertweck et al.,NULL,2003,Exp Gerontol,38,345-346,NULL,NULL,0
276,12372248,Transcriptional profile of aging in C. elegans,NULL,Lund et al.,NULL,2002,Curr Biol,12,1566-1573,NULL,NULL,0
277,11322992,"Insulin-like signaling, metabolism, stress resistance and aging in Caenorhabditis elegans",NULL,Braeckman et al.,NULL,2001,Mech Ageing Dev,122,673-693,NULL,NULL,1
278,10377425,Neurosecretory control of aging in Caenorhabditis elegans,NULL,Ailion et al.,NULL,1999,Proc Natl Acad Sci U S A,96,7394-7397,NULL,NULL,0
279,7671015,Identification genes that are differentially expressed during aging in Caenorhabditis elegans,NULL,Fabian and Johnson,NULL,1995,J Gerontol A Biol Sci Med Sci,50,B245-B253,NULL,NULL,0
